Variant,Status,Hand,Strategy Hold,Rule Hit,Optimal Hold,Strategy EV,Optimal EV,Diff,Description
DBW,PASS,2s 8h 8c 8d 4s,2s 8c 8d 8h,FOUR OF A KIND,2s 8c 8d 8h,25.1064,25.1064,0.0000,Full House
DBW,PASS,2s 9h 4h Th 3h,2s 3h 4h 9h Th,FLUSH,2s 3h 4h 9h Th,10.0000,10.0000,0.0000,Flush
DBW,PASS,2s Ts Js Qs 4d,2s Js Qs Ts,4 TO ROYAL,2s Js Qs Ts,23.1915,23.1915,0.0000,3 to Royal
DBW,PASS,2s 5h 6h 9s Td,2s 5h 6h,3 TO STRAIGHT FLUSH CONN,2s 5h 6h,6.7345,6.7345,0.0000,3 to Straight Flush
DBW,PASS,2s 5h 5d 9s Ts,2s 5d 5h,3 OF A KIND,2s 5d 5h,9.1628,9.1628,0.0000,3 of a Kind
DBW,FAIL,2s 3c 5d 7h 9s,2s,1 DEUCE,2s,5.1570,5.3230,0.1660,1 Deuce
DBW,PASS,2s 4h 5h 6h 8h,2s 4h 5h 6h 8h,STRAIGHT FLUSH,2s 4h 5h 6h 8h,125.0000,125.0000,0.0000,Straight (Pays 1) - **TRAP**: Likely Hold Deuce/Pair instead
DBW,PASS,As Ks Qs Js Ts,As Js Ks Qs Ts,NATURAL ROYAL,As Js Ks Qs Ts,4000.0000,4000.0000,0.0000,Natural Royal
DBW,PASS,As Ks Qs Js 9h,As Js Ks Qs,4 TO ROYAL,As Js Ks Qs,97.8723,97.8723,0.0000,4 to Royal
DBW,PASS,9s 8s 7s 6s 5s,5s 6s 7s 8s 9s,STRAIGHT FLUSH,5s 6s 7s 8s 9s,65.0000,65.0000,0.0000,Straight Flush
DBW,PASS,8s 8c 8h 4d 4s,4d 4s 8c 8h 8s,FULL HOUSE,4d 4s 8c 8h 8s,15.0000,15.0000,0.0000,Full House
DBW,PASS,Ks 8s 4s 3s 2h,2h 3s 4s 8s Ks,FLUSH,2h 3s 4s 8s Ks,10.0000,10.0000,0.0000,Flush
DBW,PASS,4s 5d 6c 7h 8s,4s 5d 6c 7h 8s,STRAIGHT,4s 5d 6c 7h 8s,10.0000,10.0000,0.0000,Straight (Pays 1) - **TRAP**
DBW,PASS,8s 8c 8h 4d 5s,8c 8h 8s,3 OF A KIND,8c 8h 8s,9.1628,9.1628,0.0000,3 of a Kind
DBW,PASS,Qs Js Ts 4d 5s,Js Qs Ts,3 TO ROYAL,Js Qs Ts,7.8122,7.8122,0.0000,3 to Royal
DBW,PASS,Qs Ks 4s 8s 9d,4s 8s Ks Qs,4 TO FLUSH,4s 8s Ks Qs,2.5532,2.5532,0.0000,4 to Flush
DBW,PASS,8s 8c 4d 5s 6h,8c 8s,ANY PAIR,8c 8s,2.6176,2.6176,0.0000,Pair
DBW,PASS,4s 5c 6d 7h 9s,4s 5c 6d 7h,4 TO STRAIGHT,4s 5c 6d 7h,2.5532,2.5532,0.0000,4 to Straight
DBW,PASS,As Ks 4d 5c 6h,,DISCARD ALL,,1.6357,1.6033,-0.0323,2 to Royal
DBW,FAIL,As 4d 5c 8h 9s,,DISCARD ALL,8h,1.6037,1.6580,0.0543,Discard All
